city,year,weekofyear,total_cases
sj,2007,26,22
sj,2007,27,28
sj,2007,28,34
sj,2007,29,40
sj,2007,30,36
sj,2007,31,42
sj,2007,32,48
sj,2007,33,54
sj,2007,34,60
sj,2007,35,66
sj,2007,36,72
sj,2007,37,78
sj,2007,38,84
sj,2007,39,90
sj,2007,40,86
sj,2007,41,92
sj,2007,42,98
sj,2007,43,104
sj,2007,44,110
sj,2007,45,116
sj,2007,46,122
sj,2007,47,128
sj,2007,48,134
sj,2007,49,140
sj,2007,50,136
sj,2007,51,142
sj,2007,52,148
sj,2008,1,144
sj,2008,2,140
sj,2008,3,136
sj,2008,4,132
sj,2008,5,128
sj,2008,6,124
sj,2008,7,120
sj,2008,8,116
sj,2008,9,112
sj,2008,10,98
sj,2008,11,94
sj,2008,12,90
sj,2008,13,86
sj,2008,14,82
sj,2008,15,78
sj,2008,16,74
sj,2008,17,70
sj,2008,18,66
sj,2008,19,62
sj,2008,20,48
sj,2008,21,44
sj,2008,22,40
sj,2008,23,36
sj,2008,24,32
sj,2008,25,28
sj,2008,26,24
sj,2008,27,30
sj,2008,28,36
sj,2008,29,42
sj,2008,30,38
sj,2008,31,44
sj,2008,32,50
sj,2008,33,56
sj,2008,34,62
sj,2008,35,68
sj,2008,36,74
sj,2008,37,80
sj,2008,38,86
sj,2008,39,92
sj,2008,40,88
sj,2008,41,94
sj,2008,42,100
sj,2008,43,106
sj,2008,44,112
sj,2008,45,118
sj,2008,46,124
sj,2008,47,130
sj,2008,48,136
sj,2008,49,142
sj,2008,50,138
sj,2008,51,144
sj,2008,52,150
sj,2009,1,146
sj,2009,2,142
sj,2009,3,138
sj,2009,4,134
sj,2009,5,130
sj,2009,6,126
sj,2009,7,122
sj,2009,8,118
sj,2009,9,114
sj,2009,10,100
sj,2009,11,96
sj,2009,12,92
sj,2009,13,88
sj,2009,14,84
sj,2009,15,80
sj,2009,16,76
sj,2009,17,72
sj,2009,18,68
sj,2009,19,64
sj,2009,20,50
sj,2009,21,46
sj,2009,22,42
sj,2009,23,38
sj,2009,24,34
sj,2009,25,30
sj,2009,26,26
sj,2009,27,32
sj,2009,28,38
sj,2009,29,44
sj,2009,30,40
sj,2009,31,46
sj,2009,32,52
sj,2009,33,58
sj,2009,34,64
sj,2009,35,70
sj,2009,36,76
sj,2009,37,82
sj,2009,38,88
sj,2009,39,94
sj,2009,40,90
sj,2009,41,96
sj,2009,42,102
sj,2009,43,108
sj,2009,44,114
sj,2009,45,120
sj,2009,46,126
sj,2009,47,132
sj,2009,48,138
sj,2009,49,144
sj,2009,50,140
sj,2009,51,146
sj,2009,52,152
sj,2010,1,148
sj,2010,2,144
sj,2010,3,140
sj,2010,4,136
sj,2010,5,132
sj,2010,6,128
sj,2010,7,124
sj,2010,8,120
sj,2010,9,116
sj,2010,10,102
sj,2010,11,98
sj,2010,12,94
sj,2010,13,90
sj,2010,14,86
sj,2010,15,82
sj,2010,16,78
sj,2010,17,74
sj,2010,18,70
sj,2010,19,66
sj,2010,20,52
sj,2010,21,48
sj,2010,22,44
sj,2010,23,40
sj,2010,24,36
sj,2010,25,32
sj,2010,26,28
sj,2010,27,34
sj,2010,28,40
sj,2010,29,46
sj,2010,30,42
sj,2010,31,48
sj,2010,32,54
sj,2010,33,60
sj,2010,34,66
sj,2010,35,72
sj,2010,36,78
sj,2010,37,84
sj,2010,38,90
sj,2010,39,96
sj,2010,40,92
sj,2010,41,98
sj,2010,42,104
sj,2010,43,110
sj,2010,44,116
sj,2010,45,122
sj,2010,46,128
sj,2010,47,134
sj,2010,48,140
sj,2010,49,146
sj,2010,50,142
sj,2010,51,148
sj,2010,52,154
sj,2011,1,150
sj,2011,2,146
sj,2011,3,142
sj,2011,4,138
sj,2011,5,134
sj,2011,6,130
sj,2011,7,126
sj,2011,8,122
sj,2011,9,118
sj,2011,10,104
sj,2011,11,100
sj,2011,12,96
sj,2011,13,92
sj,2011,14,88
sj,2011,15,84
sj,2011,16,80
sj,2011,17,76
sj,2011,18,72
sj,2011,19,68
sj,2011,20,54
sj,2011,21,50
sj,2011,22,46
sj,2011,23,42
sj,2011,24,38
sj,2011,25,34
sj,2011,26,30
sj,2011,27,36
sj,2011,28,42
sj,2011,29,48
sj,2011,30,44
sj,2011,31,50
sj,2011,32,56
sj,2011,33,62
sj,2011,34,68
sj,2011,35,74
sj,2011,36,80
sj,2011,37,86
sj,2011,38,92
sj,2011,39,98
sj,2011,40,94
sj,2011,41,100
sj,2011,42,106
sj,2011,43,112
sj,2011,44,118
sj,2011,45,124
sj,2011,46,130
sj,2011,47,136
sj,2011,48,142
sj,2011,49,148
sj,2011,50,144
sj,2011,51,150
sj,2011,52,156
sj,2012,1,152
sj,2012,2,148
sj,2012,3,144
sj,2012,4,140
sj,2012,5,136
sj,2012,6,132
sj,2012,7,128
sj,2012,8,124
sj,2012,9,120
sj,2012,10,106
sj,2012,11,102
sj,2012,12,98
sj,2012,13,94
sj,2012,14,90
sj,2012,15,86
sj,2012,16,82
sj,2012,17,78
sj,2012,18,74
sj,2012,19,70
sj,2012,20,56
sj,2012,21,52
sj,2012,22,48
sj,2012,23,44
sj,2012,24,40
sj,2012,25,36
sj,2012,26,32
sj,2012,27,38
sj,2012,28,44
sj,2012,29,50
sj,2012,30,46
sj,2012,31,52
sj,2012,32,58
sj,2012,33,64
sj,2012,34,70
sj,2012,35,76
sj,2012,36,82
sj,2012,37,88
sj,2012,38,94
sj,2012,39,100
sj,2012,40,96
sj,2012,41,102
sj,2012,42,108
sj,2012,43,114
sj,2012,44,120
sj,2012,45,126
sj,2012,46,132
sj,2012,47,138
sj,2012,48,144
sj,2012,49,150
sj,2012,50,146
sj,2012,51,152
sj,2012,52,158
sj,2013,1,154
sj,2013,2,150
sj,2013,3,146
sj,2013,4,142
sj,2013,5,138
sj,2013,6,134
sj,2013,7,130
sj,2013,8,126
sj,2013,9,122
sj,2013,10,108
sj,2013,11,104
sj,2013,12,100
sj,2013,13,96
sj,2013,14,92
sj,2013,15,88
sj,2013,16,84
sj,2013,17,80
sj,2013,18,76
sj,2013,19,72
sj,2013,20,58
sj,2013,21,54
sj,2013,22,50
sj,2013,23,46
sj,2013,24,42
sj,2013,25,38
sj,2013,26,34
sj,2013,27,40
sj,2013,28,46
sj,2013,29,52
sj,2013,30,48
sj,2013,31,54
sj,2013,32,60
sj,2013,33,66
sj,2013,34,72
sj,2013,35,78
sj,2013,36,84
sj,2013,37,90
sj,2013,38,96
sj,2013,39,102
sj,2013,40,98
sj,2013,41,104
sj,2013,42,110
sj,2013,43,116
sj,2013,44,122
sj,2013,45,128
sj,2013,46,134
sj,2013,47,140
sj,2013,48,146
sj,2013,49,152
sj,2013,50,148
sj,2013,51,154
sj,2013,52,160
sj,2014,1,156
sj,2014,2,152
sj,2014,3,148
sj,2014,4,144
sj,2014,5,140
sj,2014,6,136
sj,2014,7,132
sj,2014,8,128
sj,2014,9,124
sj,2014,10,110
sj,2014,11,106
sj,2014,12,102
sj,2014,13,98
sj,2014,14,94
sj,2014,15,90
sj,2014,16,86
sj,2014,17,82
sj,2014,18,78
sj,2014,19,74
sj,2014,20,60
sj,2014,21,56
sj,2014,22,52
sj,2014,23,48
sj,2014,24,44
sj,2014,25,40
sj,2014,26,36
sj,2014,27,42
sj,2014,28,48
sj,2014,29,54
sj,2014,30,50
sj,2014,31,56
sj,2014,32,62
sj,2014,33,68
sj,2014,34,74
sj,2014,35,80
sj,2014,36,86
sj,2014,37,92
sj,2014,38,98
sj,2014,39,104
sj,2014,40,100
sj,2014,41,106
sj,2014,42,112
sj,2014,43,118
sj,2014,44,124
sj,2014,45,130
sj,2014,46,136
sj,2014,47,142
sj,2014,48,148
sj,2014,49,154
sj,2014,50,150
sj,2014,51,156
sj,2014,52,162
sj,2015,1,158
sj,2015,2,154
sj,2015,3,150
sj,2015,4,146
sj,2015,5,142
sj,2015,6,138
sj,2015,7,134
sj,2015,8,130
sj,2015,9,126
sj,2015,10,112
sj,2015,11,108
sj,2015,12,104
sj,2015,13,100
sj,2015,14,96
sj,2015,15,92
sj,2015,16,88
sj,2015,17,84
sj,2015,18,80
sj,2015,19,76
sj,2015,20,62
sj,2015,21,58
sj,2015,22,54
sj,2015,23,50
sj,2015,24,46
sj,2015,25,42
sj,2015,26,38
sj,2015,27,44
sj,2015,28,50
sj,2015,29,56
sj,2015,30,52
sj,2015,31,58
sj,2015,32,64
sj,2015,33,70
sj,2015,34,76
sj,2015,35,82
sj,2015,36,88
sj,2015,37,94
sj,2015,38,100
sj,2015,39,106
sj,2015,40,102
sj,2015,41,108
sj,2015,42,114
sj,2015,43,120
sj,2015,44,126
sj,2015,45,132
sj,2015,46,138
sj,2015,47,144
sj,2015,48,150
sj,2015,49,156
sj,2015,50,152
sj,2015,51,158
sj,2015,52,164
sj,2016,1,160
sj,2016,2,156
sj,2016,3,152
sj,2016,4,148
sj,2016,5,144
sj,2016,6,140
sj,2016,7,136
sj,2016,8,132
sj,2016,9,128
sj,2016,10,114
sj,2016,11,110
sj,2016,12,106
sj,2016,13,102
sj,2016,14,98
sj,2016,15,94
sj,2016,16,90
sj,2016,17,86
sj,2016,18,82
sj,2016,19,78
sj,2016,20,64
sj,2016,21,60
sj,2016,22,56
sj,2016,23,52
sj,2016,24,48
sj,2016,25,44
sj,2016,26,40
sj,2016,27,46
sj,2016,28,52
sj,2016,29,58
sj,2016,30,54
sj,2016,31,60
sj,2016,32,66
sj,2016,33,72
sj,2016,34,78
sj,2016,35,84
sj,2016,36,90
sj,2016,37,96
sj,2016,38,102
sj,2016,39,108
sj,2016,40,104
sj,2016,41,110
sj,2016,42,116
sj,2016,43,122
sj,2016,44,128
sj,2016,45,134
sj,2016,46,140
sj,2016,47,146
sj,2016,48,152
sj,2016,49,158
sj,2016,50,154
sj,2016,51,160
sj,2016,52,166
sj,2017,1,162
sj,2017,2,158
sj,2017,3,154
sj,2017,4,150
sj,2017,5,146
sj,2017,6,142
sj,2017,7,138
sj,2017,8,134
sj,2017,9,130
sj,2017,10,116
sj,2017,11,112
sj,2017,12,108
sj,2017,13,104
sj,2017,14,100
sj,2017,15,96
sj,2017,16,92
sj,2017,17,88
sj,2017,18,84
sj,2017,19,80
sj,2017,20,66
sj,2017,21,62
sj,2017,22,58
sj,2017,23,54
sj,2017,24,50
sj,2017,25,46
sj,2017,26,42
sj,2017,27,48
sj,2017,28,54
sj,2017,29,60
sj,2017,30,56
sj,2017,31,62
sj,2017,32,68
sj,2017,33,74
sj,2017,34,80
sj,2017,35,86
sj,2017,36,92
sj,2017,37,98
sj,2017,38,104
sj,2017,39,110
sj,2017,40,106
sj,2017,41,112
sj,2017,42,118
sj,2017,43,124
sj,2017,44,130
sj,2017,45,136
sj,2017,46,142
sj,2017,47,148
sj,2017,48,154
sj,2017,49,160
sj,2017,50,156
sj,2017,51,162
sj,2017,52,168
sj,2018,1,164
sj,2018,2,160
sj,2018,3,156
sj,2018,4,152
sj,2018,5,148
sj,2018,6,144
sj,2018,7,140
sj,2018,8,136
sj,2018,9,132
sj,2018,10,118
sj,2018,11,114
sj,2018,12,110
sj,2018,13,106
sj,2018,14,102
sj,2018,15,98
sj,2018,16,94
sj,2018,17,90
sj,2018,18,86
sj,2018,19,82
sj,2018,20,68
sj,2018,21,64
sj,2018,22,60
sj,2018,23,56
sj,2018,24,52
sj,2018,25,48
sj,2018,26,44
sj,2018,27,50
sj,2018,28,56
sj,2018,29,62
sj,2018,30,58
sj,2018,31,64
sj,2018,32,70
sj,2018,33,76
sj,2018,34,82
sj,2018,35,88
sj,2018,36,94
sj,2018,37,100
sj,2018,38,106
sj,2018,39,112
sj,2018,40,108
sj,2018,41,114
sj,2018,42,120
sj,2018,43,126
sj,2018,44,132
sj,2018,45,138
sj,2018,46,144
sj,2018,47,150
sj,2018,48,156
sj,2018,49,162
sj,2018,50,158
sj,2018,51,164
sj,2018,52,170
sj,2019,1,166
sj,2019,2,162
sj,2019,3,158
sj,2019,4,154
sj,2019,5,150
sj,2019,6,146
sj,2019,7,142
sj,2019,8,138
sj,2019,9,134
sj,2019,10,120
sj,2019,11,116
sj,2019,12,112
sj,2019,13,108
sj,2019,14,104
sj,2019,15,100
sj,2019,16,96
sj,2019,17,92
sj,2019,18,88
sj,2019,19,84
sj,2019,20,70
sj,2019,21,66
sj,2019,22,62
sj,2019,23,58
sj,2019,24,54
sj,2019,25,50
sj,2019,26,46
sj,2019,27,52
sj,2019,28,58
sj,2019,29,64
sj,2019,30,60
sj,2019,31,66
sj,2019,32,72
sj,2019,33,78
sj,2019,34,84
sj,2019,35,90
sj,2019,36,96
sj,2019,37,102
sj,2019,38,108
sj,2019,39,114
sj,2019,40,110
sj,2019,41,116
sj,2019,42,122
sj,2019,43,128
sj,2019,44,134
sj,2019,45,140
sj,2019,46,146
sj,2019,47,152
sj,2019,48,158
sj,2019,49,164
sj,2019,50,160
sj,2019,51,166
sj,2019,52,172
sj,2020,1,168
sj,2020,2,164
sj,2020,3,160
sj,2020,4,156
sj,2020,5,152
sj,2020,6,148
sj,2020,7,144
sj,2020,8,140
sj,2020,9,136
sj,2020,10,122
sj,2020,11,118
sj,2020,12,114
sj,2020,13,110
sj,2020,14,106
sj,2020,15,102
sj,2020,16,98
sj,2020,17,94
sj,2020,18,90
sj,2020,19,86
sj,2020,20,72
sj,2020,21,68
sj,2020,22,64
sj,2020,23,60
sj,2020,24,56
sj,2020,25,52
sj,2020,26,48
sj,2020,27,54
sj,2020,28,60
sj,2020,29,66
sj,2020,30,62
sj,2020,31,68
sj,2020,32,74
sj,2020,33,80
sj,2020,34,86
sj,2020,35,92
sj,2020,36,98
sj,2020,37,104
sj,2020,38,110
sj,2020,39,116
sj,2020,40,112
sj,2020,41,118
sj,2020,42,124
sj,2020,43,130
sj,2020,44,136
sj,2020,45,142
sj,2020,46,148
sj,2020,47,154
sj,2020,48,160
sj,2020,49,166
sj,2020,50,162
sj,2020,51,168
sj,2020,52,174
sj,2021,1,170
sj,2021,2,166
sj,2021,3,162
sj,2021,4,158
sj,2021,5,154
sj,2021,6,150
sj,2021,7,146
sj,2021,8,142
sj,2021,9,138
sj,2021,10,124
sj,2021,11,120
sj,2021,12,116
sj,2021,13,112
sj,2021,14,108
sj,2021,15,104
sj,2021,16,100
sj,2021,17,96
sj,2021,18,92
sj,2021,19,88
sj,2021,20,74
sj,2021,21,70
sj,2021,22,66
sj,2021,23,62
sj,2021,24,58
sj,2021,25,54
sj,2021,26,50
sj,2021,27,56
sj,2021,28,62
sj,2021,29,68
sj,2021,30,64
sj,2021,31,70
sj,2021,32,76
sj,2021,33,82
sj,2021,34,88
sj,2021,35,94
sj,2021,36,100
sj,2021,37,106
sj,2021,38,112
sj,2021,39,118
sj,2021,40,114
sj,2021,41,120
sj,2021,42,126
sj,2021,43,132
sj,2021,44,138
sj,2021,45,144
sj,2021,46,150
sj,2021,47,156
sj,2021,48,162
sj,2021,49,168
sj,2021,50,164
sj,2021,51,170
sj,2021,52,176
sj,2022,1,172
sj,2022,2,168
sj,2022,3,164
sj,2022,4,160
sj,2022,5,156
sj,2022,6,152
sj,2022,7,148
sj,2022,8,144
sj,2022,9,140
sj,2022,10,126
sj,2022,11,122
sj,2022,12,118
sj,2022,13,114
sj,2022,14,110
sj,2022,15,106
sj,2022,16,102
sj,2022,17,98
sj,2022,18,94
sj,2022,19,90
sj,2022,20,76
sj,2022,21,72
sj,2022,22,68
sj,2022,23,64
sj,2022,24,60
sj,2022,25,56
sj,2022,26,52
sj,2022,27,58
sj,2022,28,64
sj,2022,29,70
sj,2022,30,66
sj,2022,31,72
sj,2022,32,78
sj,2022,33,84
sj,2022,34,90
sj,2022,35,96
sj,2022,36,102
sj,2022,37,108
sj,2022,38,114
sj,2022,39,120
sj,2022,40,116
sj,2022,41,122
sj,2022,42,128
sj,2022,43,134
sj,2022,44,140
sj,2022,45,146
sj,2022,46,152
sj,2022,47,158
sj,2022,48,164
sj,2022,49,170
sj,2022,50,166
sj,2022,51,172
sj,2022,52,178
sj,2023,1,174
sj,2023,2,170
sj,2023,3,166
sj,2023,4,162
sj,2023,5,158
sj,2023,6,154
sj,2023,7,150
sj,2023,8,146
sj,2023,9,142
sj,2023,10,128
sj,2023,11,124
sj,2023,12,120
sj,2023,13,116
sj,2023,14,112
sj,2023,15,108
sj,2023,16,104
sj,2023,17,100
sj,2023,18,96
sj,2023,19,92
sj,2023,20,78
sj,2023,21,74
sj,2023,22,70
sj,2023,23,66
sj,2023,24,62
sj,2023,25,58
sj,2023,26,54
sj,2023,27,60
sj,2023,28,66
sj,2023,29,72
sj,2023,30,68
sj,2023,31,74
sj,2023,32,80
sj,2023,33,86
sj,2023,34,92
sj,2023,35,98
sj,2023,36,104
sj,2023,37,110
sj,2023,38,116
sj,2023,39,122
sj,2023,40,118
sj,2023,41,124
sj,2023,42,130
sj,2023,43,136
sj,2023,44,142
sj,2023,45,148
sj,2023,46,154
sj,2023,47,160
sj,2023,48,166
sj,2023,49,172
sj,2023,50,168
sj,2023,51,174
sj,2023,52,180
sj,2024,1,176
sj,2024,2,172
sj,2024,3,168
sj,2024,4,164
sj,2024,5,160
sj,2024,6,156
sj,2024,7,152
sj,2024,8,148
sj,2024,9,144
sj,2024,10,130
sj,2024,11,126
sj,2024,12,122
sj,2024,13,118
sj,2024,14,114
sj,2024,15,110
sj,2024,16,106
sj,2024,17,102
sj,2024,18,98
sj,2024,19,94
sj,2024,20,80
sj,2024,21,76
sj,2024,22,72
sj,2024,23,68
sj,2024,24,64
sj,2024,25,60
sj,2024,26,56
sj,2024,27,62
sj,2024,28,68
sj,2024,29,74
sj,2024,30,70
sj,2024,31,76
sj,2024,32,82
sj,2024,33,88
sj,2024,34,94
sj,2024,35,100
sj,2024,36,106
sj,2024,37,112
sj,2024,38,118
sj,2024,39,124
sj,2024,40,120
sj,2024,41,126
sj,2024,42,132
sj,2024,43,138
sj,2024,44,144
sj,2024,45,150
sj,2024,46,156
sj,2024,47,162
sj,2024,48,168
sj,2024,49,174
iq,2014,26,0
iq,2014,27,0
iq,2014,28,0
iq,2014,29,0
iq,2014,30,0
iq,2014,31,0
iq,2014,32,0
iq,2014,33,0
iq,2014,34,0
iq,2014,35,0
iq,2014,36,1
iq,2014,37,0
iq,2014,38,0
iq,2014,39,0
iq,2014,40,0
iq,2014,41,1
iq,2014,42,1
iq,2014,43,0
iq,2014,44,0
iq,2014,45,0
iq,2014,46,0
iq,2014,47,0
iq,2014,48,0
iq,2014,49,0
iq,2014,50,1
iq,2014,51,0
iq,2015,1,0
iq,2015,2,0
iq,2015,3,0
iq,2015,4,0
iq,2015,5,0
iq,2015,6,0
iq,2015,7,0
iq,2015,8,0
iq,2015,9,0
iq,2015,10,0
iq,2015,11,0
iq,2015,12,0
iq,2015,13,0
iq,2015,14,0
iq,2015,15,0
iq,2015,16,1
iq,2015,17,0
iq,2015,18,0
iq,2015,19,0
iq,2015,20,0
iq,2015,21,1
iq,2015,22,1
iq,2015,23,0
iq,2015,24,0
iq,2015,25,1
iq,2015,26,0
iq,2015,27,0
iq,2015,28,0
iq,2015,29,0
iq,2015,30,0
iq,2015,31,0
iq,2015,32,0
iq,2015,33,0
iq,2015,34,0
iq,2015,35,0
iq,2015,36,0
iq,2015,37,0
iq,2015,38,0
iq,2015,39,0
iq,2015,40,0
iq,2015,41,0
iq,2015,42,0
iq,2015,43,0
iq,2015,44,0
iq,2015,45,0
iq,2015,46,0
iq,2015,47,1
iq,2015,48,1
iq,2015,49,1
iq,2015,50,2
iq,2015,51,4
iq,2015,52,1
iq,2016,1,4
iq,2016,2,11
iq,2016,3,16
iq,2016,4,23
iq,2016,5,12
iq,2016,6,14
iq,2016,7,18
iq,2016,8,8
iq,2016,9,7
iq,2016,10,10
iq,2016,11,7
iq,2016,12,10
iq,2016,13,5
iq,2016,14,11
iq,2016,15,8
iq,2016,16,18
iq,2016,17,13
iq,2016,18,9
iq,2016,19,22
iq,2016,20,10
iq,2016,21,5
iq,2016,22,13
iq,2016,23,2
iq,2016,24,11
iq,2016,25,11
iq,2016,26,3
iq,2016,27,7
iq,2016,28,7
iq,2016,29,4
iq,2016,30,5
iq,2016,31,6
iq,2016,32,7
iq,2016,33,7
iq,2016,34,4
iq,2016,35,9
iq,2016,36,17
iq,2016,37,8
iq,2016,38,22
iq,2016,39,18
iq,2016,40,21
iq,2016,41,16
iq,2016,42,31
iq,2016,43,25
iq,2016,44,28
iq,2016,45,26
iq,2016,46,18
iq,2016,47,27
iq,2016,48,11
iq,2016,49,38
iq,2016,50,29
iq,2016,51,21
iq,2016,52,11
iq,2017,1,10
iq,2017,2,5
iq,2017,3,6
iq,2017,4,2
iq,2017,5,1
iq,2017,6,2
iq,2017,7,2
iq,2017,8,3
iq,2017,9,5
iq,2017,10,1
iq,2017,11,4
iq,2017,12,2
iq,2017,13,4
iq,2017,14,0
iq,2017,15,0
iq,2017,16,0
iq,2017,17,0
iq,2017,18,1
iq,2017,19,1
iq,2017,20,1
iq,2017,21,1
iq,2017,22,1
iq,2017,23,2
iq,2017,24,3
iq,2017,25,4
iq,2017,26,6
iq,2017,27,2
iq,2017,28,2
iq,2017,29,5
iq,2017,30,1
iq,2017,31,1
iq,2017,32,0
iq,2017,33,0
iq,2017,34,0
iq,2017,35,0
iq,2017,36,2
iq,2017,37,0
iq,2017,38,3
iq,2017,39,0
iq,2017,40,0
iq,2017,41,0
iq,2017,42,2
iq,2017,43,2
iq,2017,44,3
iq,2017,45,3
iq,2017,46,3
iq,2017,47,1
iq,2017,48,2
iq,2017,49,3
iq,2017,50,6
iq,2017,51,5
iq,2017,52,1
iq,2018,1,4
iq,2018,2,5
iq,2018,3,8
iq,2018,4,5
iq,2018,5,2
iq,2018,6,3
iq,2018,7,3
iq,2018,8,1
iq,2018,9,6
iq,2018,10,4
iq,2018,11,1
iq,2018,12,2
iq,2018,13,3
iq,2018,14,1
iq,2018,15,8
iq,2018,16,4
iq,2018,17,6
iq,2018,18,7
iq,2018,19,5
iq,2018,20,8
iq,2018,21,6
iq,2018,22,5
iq,2018,23,6
iq,2018,24,6
iq,2018,25,13
iq,2018,26,2
iq,2018,27,10
iq,2018,28,3
iq,2018,29,12
iq,2018,30,7
iq,2018,31,6
iq,2018,32,5
iq,2018,33,6
iq,2018,34,6
iq,2018,35,6
iq,2018,36,8
iq,2018,37,6
iq,2018,38,9
iq,2018,39,12
iq,2018,40,19
iq,2018,41,8
iq,2018,42,16
iq,2018,43,21
iq,2018,44,6
iq,2018,45,22
iq,2018,46,37
iq,2018,47,33
iq,2018,48,18
iq,2018,49,83
iq,2018,50,116
iq,2018,51,32
iq,2018,52,7
iq,2019,53,9
iq,2019,1,10
iq,2019,2,5
iq,2019,3,8
iq,2019,4,7
iq,2019,5,8
iq,2019,6,11
iq,2019,7,6
iq,2019,8,7
iq,2019,9,7
iq,2019,10,14
iq,2019,11,7
iq,2019,12,9
iq,2019,13,13
iq,2019,14,16
iq,2019,15,7
iq,2019,16,9
iq,2019,17,2
iq,2019,18,13
iq,2019,19,8
iq,2019,20,3
iq,2019,21,5
iq,2019,22,4
iq,2019,23,8
iq,2019,24,2
iq,2019,25,3
iq,2019,26,5
iq,2019,27,7
iq,2019,28,3
iq,2019,29,5
iq,2019,30,6
iq,2019,31,5
iq,2019,32,5
iq,2019,33,4
iq,2019,34,0
iq,2019,35,0
iq,2019,36,0
iq,2019,37,0
iq,2019,38,0
iq,2019,39,2
iq,2019,40,4
iq,2019,41,4
iq,2019,42,3
iq,2019,43,3
iq,2019,44,5
iq,2019,45,6
iq,2019,46,14
iq,2019,47,3
iq,2019,48,7
iq,2019,49,11
iq,2019,50,2
iq,2019,51,6
iq,2020,52,8
iq,2020,1,25
iq,2020,2,21
iq,2020,3,10
iq,2020,4,28
iq,2020,5,39
iq,2020,6,20
iq,2020,7,24
iq,2020,8,28
iq,2020,9,26
iq,2020,10,8
iq,2020,11,9
iq,2020,12,12
iq,2020,13,18
iq,2020,14,9
iq,2020,15,9
iq,2020,16,6
iq,2020,17,6
iq,2020,18,8
iq,2020,19,5
